code,ATR_n_BACK,TPk_BACK,SLk_BACK,J_th_BACK,dJ_th_BACK,vEMA_th_BACK,winrate_BACK,pf_BACK,trades_BACK,PF_eff_BACK,winrate_FWD,pf_FWD,trades_FWD,ATR_n_FWD,TPk_FWD,SLk_FWD,J_th_FWD,dJ_th_FWD,vEMA_th_FWD,PF_eff_FWD,ranking,stamp
2181.T,1,1.2,1.5,1.0,0.05,0.05,0.2833333333333333,0.3238095238095237,60,0.3158997371944265,0.2352941176470588,0.2461538461538461,34.0,1.0,1.2,1.5,1.0,0.05,0.05,0.2458586189929473,DEKIDAKA,20251016
2315.T,1,1.0,1.5,0.8,0.02,0.02,0.875,4.666666666666667,8,4.66044776119403,1.0,999.0,2.0,1.0,1.0,1.5,0.8,0.02,0.02,,DEKIDAKA,20251016
2502.T,1,1.2,2.0,0.6,0.05,0.05,0.4404761904761904,0.4826086956521739,84,0.4718367971960152,0.2258064516129032,0.1826086956521739,31.0,1.0,1.2,2.0,0.6,0.05,0.05,0.1748134079701452,DEKIDAKA,20251016
285A.T,3,1.2,2.0,1.0,0.02,0.05,0.5512820512820513,0.80625,78,0.7363568858171019,0.4390243902439024,0.4695652173913043,41.0,3.0,1.2,2.0,1.0,0.02,0.05,0.469064548093806,DEKIDAKA,20251016
3086.T,2,1.2,2.0,0.8,0.05,0.05,0.4769230769230769,0.5636363636363636,65,0.5464755274360845,0.288135593220339,0.2615384615384615,59.0,2.0,1.2,2.0,0.8,0.05,0.05,0.2425981988157118,DEKIDAKA,20251016
314A.T,1,1.2,1.5,0.8,0.02,0.02,0.3551401869158878,0.4470588235294118,107,0.4400512963134638,0.4444444444444444,0.64,36.0,1.0,1.2,1.5,0.8,0.02,0.02,0.6392324093816631,DEKIDAKA,20251016
3350.T,2,1.2,1.5,0.6,0.02,0.05,0.3695652173913043,0.4857142857142856,92,0.4684030585986324,0.3953488372093023,0.523076923076923,43.0,2.0,1.2,1.5,0.6,0.02,0.05,0.5224495653600132,DEKIDAKA,20251016
3382.T,5,1.2,2.0,1.0,0.05,0.05,0.3642857142857142,0.3438202247191011,140,0.3434536297840415,0.375,0.3724137931034482,48.0,5.0,1.2,2.0,1.0,0.05,0.05,0.3596161535385845,DEKIDAKA,20251016
3436.T,5,1.2,2.0,0.6,0.05,0.05,0.3826086956521739,0.3771428571428571,115,0.3714345247816367,0.2653061224489796,0.2228571428571428,49.0,5.0,1.2,2.0,0.6,0.05,0.05,0.216435647963037,DEKIDAKA,20251016
3647.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.1764705882352941,0.1142857142857143,17.0,1.0,0.8,1.5,0.6,0.02,0.02,0.1141105696009747,DEKIDAKA,20251016
3656.T,1,1.2,2.0,1.0,0.02,0.02,0.4347826086956521,0.5,23,0.461046350690493,0.0,0.0,2.0,1.0,1.2,2.0,1.0,0.02,0.02,0.0,DEKIDAKA,20251016
3697.T,3,1.2,2.0,0.8,0.05,0.05,0.3055555555555556,0.2712328767123287,108,0.2637185125949621,0.2413793103448276,0.1953488372093023,58.0,3.0,1.2,2.0,0.8,0.05,0.05,0.1907055359674312,DEKIDAKA,20251016
4005.T,5,1.2,2.0,0.6,0.02,0.02,0.2710280373831775,0.223076923076923,107,0.2228390695004049,0.4489795918367347,0.4888888888888889,49.0,5.0,1.2,2.0,0.6,0.02,0.02,0.4883676159165964,DEKIDAKA,20251016
4088.T,3,1.2,2.0,0.6,0.02,0.02,0.4558823529411764,0.5027027027027027,68,0.5021667008872127,0.234375,0.1875,64.0,3.0,1.2,2.0,0.6,0.02,0.02,0.1834776293564207,DEKIDAKA,20251016
4385.T,5,1.2,1.5,1.0,0.02,0.05,0.4239130434782608,0.5886792452830188,92,0.5879732067425676,0.2203389830508474,0.2260869565217391,59.0,5.0,1.2,1.5,1.0,0.02,0.05,0.2258157967924353,DEKIDAKA,20251016
4446.T,2,1.2,2.0,0.8,0.05,0.05,0.2439024390243902,0.1956521739130435,123,0.1933420180314971,0.4081632653061224,0.4137931034482758,49.0,2.0,1.2,2.0,0.8,0.05,0.05,0.4133519006190627,DEKIDAKA,20251016
4503.T,5,1.2,1.5,1.0,0.02,0.05,0.2761904761904762,0.3093333333333333,105,0.3048970373695433,0.1956521739130435,0.1999999999999999,46.0,5.0,1.2,1.5,1.0,0.02,0.05,0.1943612055552354,DEKIDAKA,20251016
4506.T,3,1.2,1.5,1.0,0.02,0.02,0.1875,0.1846153846153846,128,0.1843939642447105,0.1538461538461538,0.1454545454545454,65.0,3.0,1.2,1.5,1.0,0.02,0.02,0.145280093041287,DEKIDAKA,20251016
4564.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,3,,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
4568.T,5,1.2,2.0,0.6,0.05,0.02,0.2796610169491525,0.2357142857142857,118,0.2326928052308488,0.365079365079365,0.345,63.0,5.0,1.2,2.0,0.6,0.05,0.02,0.3446321471411436,DEKIDAKA,20251016
4571.T,1,1.2,1.5,0.6,0.02,0.05,0.2837837837837837,0.3230769230769231,74,0.3166009574767671,0.1538461538461538,0.1454545454545454,13.0,1.0,1.2,1.5,0.6,0.02,0.05,0.145280093041287,DEKIDAKA,20251016
4586.T,1,1.2,1.5,0.8,0.02,0.02,0.4761904761904761,0.8,21,0.7264004652064353,0.6153846153846154,1.28,13.0,1.0,1.2,1.5,0.8,0.02,0.02,1.2784648187633263,DEKIDAKA,20251016
4597.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,1.0,999.0,4.0,1.0,0.8,1.5,0.6,0.02,0.02,,DEKIDAKA,20251016
4689.T,2,1.2,1.5,1.0,0.02,0.05,0.3771929824561403,0.4845070422535211,114,0.4839259437220338,0.4137931034482758,0.5818181818181818,58.0,2.0,1.2,1.5,1.0,0.02,0.05,0.5640285965132321,DEKIDAKA,20251016
4755.T,3,1.2,2.0,1.0,0.05,0.02,0.3629032258064516,0.36,124,0.3414077407011879,0.2857142857142857,0.2511627906976744,63.0,3.0,1.2,2.0,1.0,0.05,0.02,0.2397441023590564,DEKIDAKA,20251016
5016.T,3,1.2,1.5,0.6,0.02,0.02,0.2678571428571428,0.2926829268292683,112,0.2923318945342971,0.28,0.3393939393939394,50.0,3.0,1.2,1.5,0.6,0.02,0.02,0.3107379767827529,DEKIDAKA,20251016
5020.T,3,1.2,1.5,0.8,0.02,0.05,0.1846153846153846,0.1811320754716981,130,0.1809148328438669,0.1886792452830188,0.1860465116279069,53.0,3.0,1.2,1.5,0.8,0.02,0.05,0.1858233748202509,DEKIDAKA,20251016
5108.T,2,1.2,2.0,1.0,0.05,0.05,0.4128440366972477,0.4354838709677419,109,0.4214251799280288,0.3043478260869565,0.28,46.0,2.0,1.2,2.0,1.0,0.05,0.05,0.262220111955218,DEKIDAKA,20251016
5401.T,3,1.2,1.5,0.6,0.05,0.05,0.2815533980582524,0.3135135135135135,103,0.3131374978389904,0.5333333333333333,0.9142857142857144,30.0,3.0,1.2,1.5,0.6,0.05,0.05,0.9131891562595188,DEKIDAKA,20251016
5595.T,1,1.2,2.0,0.6,0.05,0.02,0.2280701754385964,0.1813953488372092,114,0.1770837119697575,0.24,0.1999999999999999,50.0,1.0,1.2,2.0,0.6,0.05,0.02,0.1892716597571497,DEKIDAKA,20251016
5713.T,3,1.2,1.5,1.0,0.02,0.02,0.2627118644067797,0.2850574712643677,118,0.2847155846383845,0.4545454545454545,0.6666666666666666,66.0,3.0,1.2,1.5,1.0,0.02,0.02,0.6658670931058992,DEKIDAKA,20251016
5721.T,1,1.0,1.5,0.6,0.02,0.05,0.4838709677419355,0.625,31,0.6241671108742004,0.375,0.4,8.0,1.0,1.0,1.5,0.6,0.02,0.05,0.3994669509594882,DEKIDAKA,20251016
5801.T,2,1.2,2.0,0.6,0.02,0.02,0.217391304347826,0.1704545454545454,115,0.1664889599715669,0.1594202898550724,0.1157894736842105,69.0,2.0,1.2,2.0,0.6,0.02,0.02,0.1136717726702422,DEKIDAKA,20251016
5803.T,1,1.2,2.0,0.6,0.05,0.02,0.4148936170212766,0.4333333333333333,94,0.4250009087274181,0.1594202898550724,0.12,69.0,1.0,1.2,2.0,0.6,0.05,0.02,0.1136717726702422,DEKIDAKA,20251016
6177.T,5,1.2,2.0,1.0,0.02,0.05,0.5256410256410257,0.7235294117647059,78,0.6641559592379265,0.3260869565217391,0.2903225806451613,46.0,5.0,1.2,2.0,1.0,0.02,0.05,0.2900130270472456,DEKIDAKA,20251016
6178.T,3,1.2,1.5,1.0,0.02,0.05,0.2727272727272727,0.3,121,0.2996401918976545,0.1914893617021276,0.1945945945945945,47.0,3.0,1.2,1.5,1.0,0.02,0.05,0.1892464369879924,DEKIDAKA,20251016
6315.T,3,1.2,1.5,0.8,0.02,0.02,0.183206106870229,0.1828571428571428,131,0.1792240400135504,0.3636363636363636,0.4571428571428571,44.0,3.0,1.2,1.5,0.8,0.02,0.02,0.4565945781297594,DEKIDAKA,20251016
6323.T,2,1.2,2.0,1.0,0.02,0.02,0.3220338983050847,0.304,118,0.2846961215513794,0.5094339622641509,0.6230769230769231,53.0,2.0,1.2,2.0,1.0,0.02,0.02,0.6224125734321656,DEKIDAKA,20251016
6326.T,3,1.2,1.5,0.6,0.02,0.05,0.2393162393162393,0.2545454545454546,117,0.2513835317793058,0.050632911392405,0.0432432432432432,79.0,3.0,1.2,1.5,0.6,0.02,0.05,0.0426154939587775,DEKIDAKA,20251016
6330.T,2,1.2,1.5,0.6,0.02,0.05,0.2338709677419354,0.2442105263157894,124,0.2439176298956346,0.5192307692307693,0.9818181818181818,52.0,2.0,1.2,1.5,0.6,0.02,0.05,0.8629637526652453,DEKIDAKA,20251016
6501.T,3,1.2,2.0,0.6,0.02,0.02,0.2330827067669172,0.1841584158415841,133,0.1821585091453614,0.0677966101694915,0.0470588235294117,59.0,3.0,1.2,2.0,0.6,0.02,0.02,0.0435898367925557,DEKIDAKA,20251016
6503.T,1,1.2,1.5,0.6,0.05,0.02,0.1694915254237288,0.1684210526315789,118,0.1630694921891998,0.0166666666666666,0.0137931034482758,60.0,1.0,1.2,1.5,0.6,0.05,0.02,0.0135430595207979,DEKIDAKA,20251016
6506.T,5,1.2,2.0,1.0,0.05,0.02,0.3252032520325203,0.2962962962962963,123,0.2888483160952487,0.3684210526315789,0.36,57.0,5.0,1.2,2.0,1.0,0.05,0.02,0.3496268159402905,DEKIDAKA,20251016
6525.T,2,1.2,1.5,1.0,0.05,0.05,0.2857142857142857,0.32,112,0.3196162046908316,0.1176470588235294,0.1142857142857142,68.0,2.0,1.2,1.5,1.0,0.05,0.05,0.1065387348969438,DEKIDAKA,20251016
6526.T,2,1.2,1.5,0.6,0.05,0.02,0.2272727272727272,0.2424242424242424,132,0.2350119152138467,0.3863636363636363,0.523076923076923,44.0,2.0,1.2,1.5,0.6,0.05,0.02,0.5030995814577904,DEKIDAKA,20251016
6701.T,5,1.2,2.0,0.6,0.02,0.05,0.3679245283018867,0.36,106,0.348881342985194,0.1666666666666666,0.125,60.0,5.0,1.2,2.0,0.6,0.02,0.05,0.1198720511795281,DEKIDAKA,20251016
6702.T,1,1.2,1.5,0.6,0.02,0.02,0.2403846153846154,0.2564102564102564,104,0.2528609214326199,0.1764705882352941,0.1756097560975609,51.0,1.0,1.2,1.5,0.6,0.02,0.02,0.1712229667986598,DEKIDAKA,20251016
6723.T,5,1.2,2.0,1.0,0.02,0.05,0.4646464646464646,0.5307692307692308,99,0.5201994673828582,0.4857142857142857,0.6375,35.0,5.0,1.2,2.0,1.0,0.02,0.05,0.5660624639033277,DEKIDAKA,20251016
6740.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,5,,1.0,999.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,,DEKIDAKA,20251016
6752.T,5,1.2,2.0,0.6,0.02,0.05,0.4257425742574257,0.4607142857142857,101,0.4443532931654924,0.1666666666666666,0.1224489795918367,60.0,5.0,1.2,2.0,0.6,0.02,0.05,0.1198720511795281,DEKIDAKA,20251016
6758.T,5,1.2,2.0,0.6,0.05,0.05,0.1836734693877551,0.1349999999999999,98,0.1348560575769692,0.2682926829268293,0.22,41.0,5.0,1.2,2.0,0.6,0.05,0.05,0.2197654271624683,DEKIDAKA,20251016
6762.T,5,1.2,2.0,1.0,0.02,0.05,0.3617021276595745,0.3642857142857142,94,0.3396374783419965,0.2413793103448276,0.2048780487804878,58.0,5.0,1.2,2.0,1.0,0.02,0.05,0.1907055359674312,DEKIDAKA,20251016
6857.T,3,1.2,2.0,0.6,0.02,0.02,0.4166666666666667,0.4576271186440678,108,0.4281144684983151,0.4883720930232558,0.7,43.0,3.0,1.2,2.0,0.6,0.02,0.02,0.5721166079022936,DEKIDAKA,20251016
6920.T,2,1.2,2.0,0.8,0.05,0.05,0.3867924528301887,0.3904761904761904,106,0.3780580075662043,0.2272727272727272,0.1914893617021276,66.0,2.0,1.2,2.0,0.8,0.05,0.05,0.1762824282051885,DEKIDAKA,20251016
6981.T,5,1.2,2.0,0.6,0.02,0.05,0.3365384615384615,0.3134328358208955,104,0.3040233182089483,0.1818181818181818,0.1363636363636363,55.0,5.0,1.2,2.0,0.6,0.02,0.05,0.1331911679772535,DEKIDAKA,20251016
6993.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,3,,1.0,999.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,,DEKIDAKA,20251016
7011.T,1,1.2,2.0,0.6,0.05,0.05,0.2929292929292929,0.2521739130434782,99,0.2483063917290227,0.3488372093023256,0.3214285714285714,43.0,1.0,1.2,2.0,0.6,0.05,0.05,0.3210858513737362,DEKIDAKA,20251016
7012.T,1,1.2,1.5,0.8,0.02,0.02,0.1825396825396825,0.1786407766990291,126,0.1784265220361438,0.1020408163265306,0.0909090909090909,49.0,1.0,1.2,1.5,0.8,0.02,0.02,0.0908000581508044,DEKIDAKA,20251016
7013.T,2,1.2,2.0,0.8,0.05,0.05,0.3431372549019608,0.3387096774193548,102,0.3130986411405587,0.1568627450980392,0.1116279069767441,51.0,2.0,1.2,2.0,0.8,0.05,0.05,0.1115088848181657,DEKIDAKA,20251016
7138.T,3,1.2,2.0,0.8,0.02,0.02,0.125,0.0967741935483871,40,0.085622893699663,0.24,0.2249999999999999,50.0,3.0,1.2,2.0,0.8,0.02,0.02,0.1892716597571497,DEKIDAKA,20251016
7182.T,5,1.2,2.0,1.0,0.05,0.05,0.3368421052631579,0.32,95,0.3044369553765795,0.1590909090909091,0.1135135135135135,44.0,5.0,1.2,2.0,1.0,0.05,0.05,0.1133924808454996,DEKIDAKA,20251016
7201.T,3,1.2,1.5,1.0,0.05,0.05,0.3157894736842105,0.3733333333333333,133,0.368787928489421,0.2549019607843137,0.2736842105263158,51.0,3.0,1.2,1.5,1.0,0.05,0.05,0.2733559645382112,DEKIDAKA,20251016
7203.T,2,1.2,2.0,0.6,0.02,0.05,0.4406779661016949,0.4727272727272727,118,0.4722232319193535,0.3488372093023256,0.3214285714285714,43.0,2.0,1.2,2.0,0.6,0.02,0.05,0.3210858513737362,DEKIDAKA,20251016
7211.T,3,1.2,1.5,0.8,0.02,0.05,0.2682926829268293,0.2933333333333333,123,0.2929815209665957,0.2745098039215686,0.3111111111111111,51.0,3.0,1.2,1.5,0.8,0.02,0.05,0.3023396530859217,DEKIDAKA,20251016
7261.T,3,1.2,2.0,1.0,0.02,0.02,0.25,0.2072727272727272,152,0.1997867519658803,0.396551724137931,0.4058823529411764,58.0,3.0,1.2,2.0,1.0,0.02,0.02,0.3938653110184498,DEKIDAKA,20251016
7267.T,5,1.2,2.0,1.0,0.05,0.05,0.5125,0.6833333333333332,80,0.6300966792770071,0.4878048780487805,0.5714285714285714,41.0,5.0,1.2,2.0,1.0,0.05,0.05,0.5708192913310867,DEKIDAKA,20251016
7453.T,5,1.2,2.0,1.0,0.05,0.05,0.4871794871794871,0.5700000000000001,78,0.5693922431027589,0.1463414634146341,0.1058823529411764,41.0,5.0,1.2,2.0,1.0,0.05,0.05,0.1027474724395955,DEKIDAKA,20251016
7532.T,1,1.2,1.5,1.0,0.05,0.02,0.37,0.4774193548387097,100,0.469277760855586,0.5111111111111111,0.8761904761904761,45.0,1.0,1.2,1.5,1.0,0.05,0.02,0.8353605349874005,DEKIDAKA,20251016
7711.T,2,1.2,2.0,0.6,0.05,0.02,0.3904761904761905,0.3843749999999999,105,0.3839651639344262,0.1111111111111111,0.075,18.0,2.0,1.2,2.0,0.6,0.05,0.02,0.0749200319872051,DEKIDAKA,20251016
7794.T,1,1.2,1.5,1.0,0.05,0.05,0.5454545454545454,1.0285714285714285,33,0.9588486140724946,0.391304347826087,0.5538461538461538,46.0,1.0,1.2,1.5,1.0,0.05,0.05,0.5136689003959793,DEKIDAKA,20251016
8035.T,1,1.2,2.0,0.6,0.05,0.05,0.3,0.264,110,0.256868681098989,0.2619047619047619,0.2444444444444444,42.0,1.0,1.2,2.0,0.6,0.05,0.05,0.2126762198346468,DEKIDAKA,20251016
8058.T,5,1.2,1.5,1.0,0.05,0.02,0.396694214876033,0.5260273972602739,121,0.525396500861641,0.2033898305084746,0.2042553191489361,59.0,5.0,1.2,1.5,1.0,0.05,0.02,0.2040103434196797,DEKIDAKA,20251016
8136.T,5,1.2,2.0,0.6,0.05,0.05,0.3736263736263736,0.3849056603773584,91,0.3575131350968384,0.4680851063829787,0.5739130434782609,47.0,5.0,1.2,2.0,0.6,0.05,0.05,0.5274370251899241,DEKIDAKA,20251016
8267.T,3,1.2,2.0,0.6,0.05,0.02,0.1860465116279069,0.1398058252427184,129,0.1369966299194608,0.4,0.4137931034482758,50.0,3.0,1.2,2.0,0.6,0.05,0.02,0.3995735039317606,DEKIDAKA,20251016
8306.T,2,1.2,2.0,0.6,0.02,0.02,0.2900763358778626,0.2478260869565217,131,0.2448998895065629,0.2622950819672131,0.2181818181818181,61.0,2.0,1.2,2.0,0.6,0.02,0.02,0.2131058687636057,DEKIDAKA,20251016
8308.T,3,1.2,2.0,0.8,0.05,0.05,0.3366336633663366,0.31875,101,0.3041529656793999,0.1967213114754098,0.146938775510204,61.0,3.0,1.2,2.0,0.8,0.05,0.05,0.1467821034851365,DEKIDAKA,20251016
8316.T,5,1.2,2.0,0.6,0.02,0.02,0.2834645669291338,0.2373626373626373,127,0.2371095517836821,0.2063492063492063,0.1659574468085106,63.0,5.0,1.2,2.0,0.6,0.02,0.02,0.1558336665333866,DEKIDAKA,20251016
8410.T,1,1.2,2.0,1.0,0.05,0.05,0.3392857142857143,0.3081081081081081,56,0.3077795908663562,0.4482758620689655,0.5571428571428572,29.0,1.0,1.2,2.0,1.0,0.05,0.05,0.4869802079168333,DEKIDAKA,20251016
8411.T,5,1.2,2.0,0.6,0.02,0.02,0.3088235294117647,0.2680851063829787,136,0.2677992632734141,0.2121212121212121,0.1647058823529411,66.0,5.0,1.2,2.0,0.6,0.02,0.02,0.1613662227416726,DEKIDAKA,20251016
8601.T,5,1.2,2.0,0.8,0.05,0.02,0.3283582089552239,0.296629213483146,134,0.2930205695499578,0.3260869565217391,0.2903225806451613,46.0,5.0,1.2,2.0,0.8,0.05,0.02,0.2900130270472456,DEKIDAKA,20251016
8604.T,3,1.2,2.0,0.6,0.05,0.05,0.2786885245901639,0.2318181818181818,122,0.2315710079604521,0.1578947368421052,0.1124999999999999,57.0,3.0,1.2,2.0,0.6,0.05,0.05,0.1123800479808077,DEKIDAKA,20251016
8729.T,5,1.2,2.0,0.6,0.05,0.02,0.4270833333333333,0.4641509433962263,96,0.446795827123696,0.28125,0.2454545454545454,64.0,5.0,1.2,2.0,0.6,0.05,0.02,0.2345322740469029,DEKIDAKA,20251016
8750.T,5,1.2,1.5,1.0,0.05,0.02,0.2975206611570248,0.3428571428571428,121,0.3384171579079393,0.22,0.2256410256410256,50.0,5.0,1.2,1.5,1.0,0.05,0.02,0.2253704007435351,DEKIDAKA,20251016
8918.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,1.0,999.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,,DEKIDAKA,20251016
9432.T,2,1.2,2.0,1.0,0.05,0.02,0.6885245901639344,1.8,61,1.3249016183000484,0.45,1.35,20.0,2.0,1.2,2.0,1.0,0.05,0.02,0.4903856639162516,DEKIDAKA,20251016
9433.T,1,1.2,1.5,0.6,0.05,0.05,0.3333333333333333,0.4,90,0.3995202558635394,0.3157894736842105,0.3692307692307692,38.0,1.0,1.2,1.5,0.6,0.05,0.05,0.368787928489421,DEKIDAKA,20251016
9434.T,5,1.2,2.0,0.8,0.02,0.05,0.4606741573033708,0.5234042553191489,89,0.5119535519125683,0.3777777777777777,0.3777777777777777,45.0,5.0,1.2,2.0,0.8,0.02,0.05,0.3638972982235677,DEKIDAKA,20251016
9501.T,2,1.2,2.0,1.0,0.05,0.02,0.2746478873239437,0.2339999999999999,142,0.2269422328156116,0.1363636363636363,0.0999999999999999,66.0,2.0,1.2,2.0,1.0,0.05,0.02,0.0946358298785748,DEKIDAKA,20251016
9704.T,1,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,,1.0,999.0,1.0,1.0,0.8,1.5,1.0,0.02,0.02,,DEKIDAKA,20251016
9984.T,3,1.2,1.5,1.0,0.05,0.05,0.323943661971831,0.3999999999999999,71,0.382873578535892,0.0769230769230769,0.0680851063829787,52.0,3.0,1.2,1.5,1.0,0.05,0.05,0.0665867093105899,DEKIDAKA,20251016
138A.T,3,1.2,1.5,1.0,0.02,0.02,0.25,0.2666666666666666,4,0.2663468372423596,0.0769230769230769,0.0727272727272727,26.0,3.0,1.2,1.5,1.0,0.02,0.02,0.0665867093105899,DEKIDAKA,20251015
1401.T,3,1.2,1.5,0.6,0.02,0.05,0.6666666666666666,1.6,3,1.5980810234541576,0.2826086956521739,0.325,46.0,3.0,1.2,1.5,0.6,0.02,0.05,0.3147735349227886,DEKIDAKA,20251015
1469.T,3,1.2,1.5,0.6,0.05,0.02,0.3333333333333333,0.7999999999999999,3,0.3995202558635394,0.3333333333333333,0.3999999999999999,18.0,3.0,1.2,1.5,0.6,0.05,0.02,0.3995202558635394,DEKIDAKA,20251015
1472.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,1.0,999.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,,DEKIDAKA,20251015
1477.T,2,0.8,1.5,0.8,0.02,0.02,1.0,999.0,1,,0.4285714285714285,0.4000000000000001,7.0,2.0,0.8,1.5,0.8,0.02,0.02,0.3993869936034115,DEKIDAKA,20251015
1481.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251015
1490.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251015
1550.T,3,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,,0.5217391304347826,0.6400000000000001,23.0,3.0,0.8,1.5,1.0,0.02,0.02,0.5809265361504168,DEKIDAKA,20251015
1585.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,3.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251015
1653.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.25,0.2666666666666666,4.0,1.0,0.8,1.5,0.6,0.02,0.02,0.1775053304904051,DEKIDAKA,20251015
168A.T,1,1.0,1.5,0.6,0.05,0.05,0.5714285714285714,1.3333333333333333,7,0.8877043354655295,0.3333333333333333,0.345679012345679,42.0,1.0,1.0,1.5,0.6,0.05,0.05,0.3328891257995734,DEKIDAKA,20251015
1691.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,4.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251015
181A.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251015
182A.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251015
2001.T,1,1.2,1.5,0.6,0.02,0.02,0.2439024390243902,0.2580645161290322,41,0.2577550037829286,0.2542372881355932,0.2727272727272727,59.0,1.0,1.2,1.5,0.6,0.02,0.02,0.2724001744524132,DEKIDAKA,20251015
2015.T,2,1.2,1.5,0.6,0.02,0.02,0.25,0.32,8,0.2663468372423596,0.0,0.0,2.0,2.0,1.2,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251015
2018.T,5,0.8,2.0,0.6,0.02,0.02,1.0,999.0,1,,0.4,0.2666666666666666,5.0,5.0,0.8,2.0,0.6,0.02,0.02,0.2662934826069572,DEKIDAKA,20251015
212A.T,1,1.2,1.5,0.6,0.05,0.05,0.3548387096774194,0.4631578947368421,31,0.4394722814498935,0.4264705882352941,0.627027027027027,68.0,1.0,1.2,1.5,0.6,0.05,0.05,0.5941583292329562,DEKIDAKA,20251015
215A.T,1,1.2,1.5,1.0,0.05,0.02,0.2,0.2042553191489361,60,0.1997601279317697,0.110091743119266,0.0989690721649484,109.0,1.0,1.2,1.5,1.0,0.05,0.02,0.0988503725847932,DEKIDAKA,20251015
2186.T,3,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.6666666666666666,1.0666666666666669,3.0,3.0,0.8,1.5,0.6,0.02,0.02,1.0650319829424304,DEKIDAKA,20251015
2459.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.1875,0.128,32.0,1.0,0.8,1.5,0.6,0.02,0.02,0.1228883057241266,DEKIDAKA,20251015
2521.T,2,1.2,2.0,0.8,0.02,0.02,0.1666666666666666,0.12,6,0.1198720511795281,0.3333333333333333,0.3333333333333333,15.0,2.0,1.2,2.0,0.8,0.02,0.02,0.2996801279488204,DEKIDAKA,20251015
2526.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251015
2564.T,5,1.2,1.5,1.0,0.02,0.05,0.2962962962962963,0.3368421052631579,27,0.3364381102008754,0.1896551724137931,0.1913043478260869,58.0,5.0,1.2,1.5,1.0,0.02,0.05,0.1870094814680397,DEKIDAKA,20251015
2622.T,2,1.2,2.0,0.8,0.02,0.02,0.5,0.6,2,0.599360255897641,0.8571428571428571,999.0,7.0,2.0,1.2,2.0,0.8,0.02,0.02,3.596161535385845,DEKIDAKA,20251015
2637.T,2,1.2,2.0,1.0,0.02,0.02,0.5,0.6,2,0.599360255897641,0.5,0.75,10.0,2.0,1.2,2.0,1.0,0.02,0.02,0.599360255897641,DEKIDAKA,20251015
2643.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,1.0,999.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,,DEKIDAKA,20251015
2648.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251015
2653.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.2307692307692307,0.16,13.0,1.0,0.8,1.5,0.6,0.02,0.02,0.1597547974413646,DEKIDAKA,20251015
2736.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,1,0.0,0.0,0.0,15.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251015
